"NewsDesk","SectionName","SubsectionName","Headline","Snippet","Abstract","WordCount","PubDate","UniqueID"
"Business","Technology","","Wearable Devices for Women: Still Pretty and Still Dumb","Wearables have a style problem, especially when it comes to women. But as tech companies and designers come together to make wearables for women, do they risk making gadgets that look good but do less?","Wearables have a style problem, especially when it comes to women. But as tech companies and designers come together to make wearables for women, do they risk making gadgets that look good but do less?",954,"2014-12-24 07:00:20",8190
"","","","Today in Politics","Reince Priebus, chairman of the Republican National Committee, said recently that though the party was overhauling its primary process, it was not solely responsible for Mitt Romneys 2012 general election loss.","Reince Priebus, chairman of the Republican National Committee, said recently that though the party was overhauling its primary process, it was not solely responsible for Mitt Romneys 2012 general election loss.",1557,"2014-12-24 06:52:14",8191
"Metro","N.Y. / Region","","New York Today: Last-Minute Preparations","Wednesday: Counting down to Christmas, sloppy weather, and protests continue despite the mayors plea.","Wednesday: Counting down to Christmas, sloppy weather, and protests continue despite the mayors plea.",912,"2014-12-24 05:59:53",8192
"Business","Technology","","Ireland Lends Support to Microsoft in Email Privacy Case","In a legal brief supporting the tech giants appeal of a search warrant for communications stored at a Dublin data center, the Irish government said that courts in the United States should respect the sovereignty of other countries.","In a legal brief supporting the tech giants appeal of a search warrant for communications stored at a Dublin data center, the Irish government said that courts in the United States should respect the sovereignty of other countries.",504,"2014-12-24 05:44:46",8193
"","Multimedia","","American Culture, Riding a Mushroom Cloud","In Chewing Gum and Chocolate, Shomei Tomatsu explored the attractions and contradictions of American culture and the military in postwar Japan.","In Chewing Gum and Chocolate, Shomei Tomatsu explored the attractions and contradictions of American culture and the military in postwar Japan.",967,"2014-12-24 05:00:26",8194
"Science","Health","","Exercise to Lose Weight? Stay Warm","Exercising in chilly temperatures could undermine dieting willpower, a new study found.","Exercising in chilly temperatures could undermine dieting willpower, a new study found.",842,"2014-12-24 00:01:34",8195
"Business","Crosswords/Games","","Sound of a Light Going On","A Friday puzzle with all the Patrick Berry flavor you love.","A Friday puzzle with all the Patrick Berry flavor you love.",412,"2014-12-25 22:00:55",8196
"Business","Technology","","Management in a Digital Economy","Business schools are struggling to adapt to the new realities of a digital economy. What are the best skills and training for leadership in the future?","Business schools are struggling to adapt to the new realities of a digital economy. What are the best skills and training for leadership in the future?",717,"2014-12-25 20:15:46",8197
"OpEd","Opinion","","Fort Fisher I: Folly ","Over five hours, 627 guns discharged approximately 10,000 rounds directly onto the embracing, forgiving sands of Fort Fisher.","Over five hours, 627 guns discharged approximately 10,000 rounds directly onto the embracing, forgiving sands of Fort Fisher.",2027,"2014-12-25 20:06:17",8198
"Science","Health","","Christmas in the Hospital","No one likes being in the hospital on Christmas, but truth be told, theres no other holiday that Id rather work.","No one likes being in the hospital on Christmas, but truth be told, theres no other holiday that Id rather work.",695,"2014-12-25 19:58:20",8199
"","Opinion","Room For Debate","Adulthood, Delayed or Forgone?","Are young people being smart by delaying the rituals of adult life, or are they being irresponsible?","Are young people being smart by delaying the rituals of adult life, or are they being irresponsible?",2024,"2014-12-25 19:00:00",8200
"Business","Business Day","Dealbook"," Unsolved Killing but One of Puerto Rico Bank's Woes ","The mysterious killing of a top executive is one of many troubles that have shaken Doral Financial and unnerved investors.","The mysterious killing of a top executive is one of many troubles that have shaken Doral Financial and unnerved investors.",1682,"2014-12-25 17:16:44",8201
"Foreign","","","1964: U.S.A.F. Seeks New Role","From the International Herald Tribune archives: the U.S. Air Force was preparing a reorganization in 1964.","From the International Herald Tribune archives: the U.S. Air Force was preparing a reorganization in 1964.",93,"2014-12-25 14:12:43",8202
"Business","Business Day","Dealbook","Rise in Loans Linked to Cars Is Hurting Poor","With a crackdown on payday lenders, subprime borrowers are increasingly using auto title loans, whose high interest rates can lead to repossession and financial ruin.","With a crackdown on payday lenders, subprime borrowers are increasingly using auto title loans, whose high interest rates can lead to repossession and financial ruin.",2192,"2014-12-25 12:13:48",8203
"Foreign","","","1939: 'Nazi Spy' Named Best Film","From the International Herald Tribune archives: An anti-Nazi movie and a French picture won awards in the U.S. in 1939.","From the International Herald Tribune archives: An anti-Nazi movie and a French picture won awards in the U.S. in 1939.",132,"2014-12-25 12:08:25",8204
"Foreign","","","1914: Christmas at the Front","From the International Herald Tribune archives: Celebrating Christmas at the front with cigars and plum pudding in 1914.","From the International Herald Tribune archives: Celebrating Christmas at the front with cigars and plum pudding in 1914.",176,"2014-12-25 10:55:27",8205
"TStyle","","","T's Top 10 Men's Moments of 2014","These 10 stories illustrate the modern nature of men, from the rise of androgynous style to finely crafted work clothes worn with subtle insouciance.","These 10 stories illustrate the modern nature of men, from the rise of androgynous style to finely crafted work clothes worn with subtle insouciance.",25,"2014-12-25 10:00:55",8206
"Culture","Arts","","Ratings Bounce for Radio Stations That Turned to Classic Hip-Hop","Stations that recently changed to a classic rap and hip-hop format have seen audiences grow, though the long-term effect is unclear.","Stations that recently changed to a classic rap and hip-hop format have seen audiences grow, though the long-term effect is unclear.",291,"2014-12-25 10:00:38",8207
"Metro","N.Y. / Region","","Exit-Door Absurdism on the Bus","Metropolitan Diary: A New York bus rider complains that conflicting information about which doors to use to get off leaves him confused.","Metropolitan Diary: A New York bus rider complains that conflicting information about which doors to use to get off leaves him confused.",147,"2014-12-25 08:30:00",8208
"Foreign","World","Asia Pacific","Chinese Hit Back Against a Foreign Intrusion: Christmas","As some Chinese enjoy the trappings of Western-style Christmas, and retailers enjoy some of their highest sales in late December, others are calling for bans on any celebrations.","As some Chinese enjoy the trappings of Western-style Christmas, and retailers enjoy some of their highest sales in late December, others are calling for bans on any celebrations.",822,"2014-12-25 06:24:38",8209
"","","","Holidays at The Times","Kyle Massey reflected on Christmas and New Years Eve in the Times newsroom.","Kyle Massey reflected on Christmas and New Years Eve in the Times newsroom.",577,"2014-12-25 06:00:14",8210
"Foreign","World","Asia Pacific","Water From China's South-North Transfer Project Flows to Beijing","Within days, Beijings faucets are expected to begin spewing water that has traveled hundreds of miles to the capital from Hubei Province via one of the worlds most ambitious, and controversial, engineering projects.","Within days, Beijings faucets are expected to begin spewing water that has traveled hundreds of miles to the capital from Hubei Province via one of the worlds most ambitious, and controversial, engineering projects.",694,"2014-12-25 05:32:53",8211
"Styles","U.S.","","Blue-Haired Bingo in Footie Pajamas","Theres a common perception that with cancer in the house, the mood is all death and dying, gloom and doom. But there can be laughter and humor, too.","Theres a common perception that with cancer in the house, the mood is all death and dying, gloom and doom. But there can be laughter and humor, too.",441,"2014-12-25 05:27:58",8212
"Metro","N.Y. / Region","","Merry Christmas From Lou Reed and John Cale","Lou Reed and John Cale had a real good time together at Mr. Reeds apartment on Christmas Day 1977.","Lou Reed and John Cale had a real good time together at Mr. Reeds apartment on Christmas Day 1977.",0,"2014-12-25 00:46:14",8213
"Business","Crosswords/Games","","Drawn in a Forest","A tough but fair puzzle by David Phillips.","A tough but fair puzzle by David Phillips.",1075,"2014-12-26 22:00:44",8214
"OpEd","","","What Science Can, and Can't Do, to Cut Losses from the Next Tsunami","Ten years after 230,000 died in the worlds first hemisphere-scale geo-catastrophe, a tsunami expert looks ahead.","Ten years after 230,000 died in the worlds first hemisphere-scale geo-catastrophe, a tsunami expert looks ahead.",2067,"2014-12-26 18:01:50",8215
"","","","For Stanford Class of 1994, New Worlds, New Gender Gaps: Reporter's Notebook","The Times reporter Jodi Kantor described the process by which she found and assembled her story.","The Times reporter Jodi Kantor described the process by which she found and assembled her story.",963,"2014-12-26 18:00:03",8216
"OpEd","Opinion","","Friday Night Music: Sarah Jarosz and Aoife O'Donovan","Some joy for the season.","Some joy for the season.",4,"2014-12-26 17:42:08",8217
"","","","What We're Reading","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from John Branch, Damon Darlin and others.","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from John Branch, Damon Darlin and others.",526,"2014-12-26 16:56:36",8218
"Business","Technology","","Sony PlayStation and Microsoft Xbox Live Networks Attacked by Hackers","Over the Christmas holiday, the gaming servers for Microsofts Xbox and Sonys PlayStation 4 were offline, rendering the devices partly unusable.","Over the Christmas holiday, the gaming servers for Microsofts Xbox and Sonys PlayStation 4 were offline, rendering the devices partly unusable.",458,"2014-12-26 16:11:42",8219
"OpEd","Opinion","","Quantitative Levitation","Strange policies to respond to forgotten fears.","Strange policies to respond to forgotten fears.",322,"2014-12-26 15:39:14",8220
"OpEd","Opinion","","Structural Confusion","I do not think that word means etc.","I do not think that word means etc.",407,"2014-12-26 15:23:00",8221
"Science","Health","","Diabetes Prevention That Works","Lifestyle modification prevents Type 2 diabetes even more effectively in the elderly than in middle-aged patients.","Lifestyle modification prevents Type 2 diabetes even more effectively in the elderly than in middle-aged patients.",993,"2014-12-26 15:22:18",8222
"Travel","Travel","","A New Way to Tour Taiwan","Bicycle Adventures is offering trips in Taiwan that include cultural attractions and national parks.","Bicycle Adventures is offering trips in Taiwan that include cultural attractions and national parks.",314,"2014-12-26 15:00:19",8223
"Culture","Arts","","The Blame Game: Karen Armstrong Talks About 'Fields of Blood'","Ms. Armstrong discusses her new book, which examines the relationship between religion and violence throughout history.","Ms. Armstrong discusses her new book, which examines the relationship between religion and violence throughout history.",1583,"2014-12-26 14:19:59",8224
"Culture","Arts","","Book Review Podcast: Patrick Modiano's 'Suspended Sentences'","Alan Riding discusses Mr. Modianos novellas, and Judith Newman talks about Ruth Goodmans How to Be a Victorian.","Alan Riding discusses Mr. Modianos novellas, and Judith Newman talks about Ruth Goodmans How to Be a Victorian.",247,"2014-12-26 13:52:59",8225
"Business","Business Day","Dealbook","Scaled-Up Banking Rescue to Push Russian Budget Into Deficit","Russias central bank said its bailout of Trust Bank  the first major lender to fail as a result of the sharp decline in the ruble  would cost about $2.5 billion, far more than previously anticipated.","Russias central bank said its bailout of Trust Bank  the first major lender to fail as a result of the sharp decline in the ruble  would cost about $2.5 billion, far more than previously anticipated.",542,"2014-12-26 12:44:40",8226
"Culture","Arts","","Scaled-Back Release of 'The Interview' Pulls In $1 Million","With far fewer theaters showing The Interview than originally planned, the box-office take on Christmas was about $1 million.","With far fewer theaters showing The Interview than originally planned, the box-office take on Christmas was about $1 million.",339,"2014-12-26 12:10:41",8227
"Foreign","","","1939: Australian Flyers Arrive ","From the International Herald Tribune archives: Australian airmen arrived as a reinforcement to the Royal Air Force in 1939.","From the International Herald Tribune archives: Australian airmen arrived as a reinforcement to the Royal Air Force in 1939.",151,"2014-12-26 11:38:41",8228
"","","","1961 | The C.I.A. Readies a Cuban Invasion, and The Times Blinks","The Times reporter David W. Dunlap explains how coverage of the Bay of Pigs disaster unfolded.","The Times reporter David W. Dunlap explains how coverage of the Bay of Pigs disaster unfolded.",1048,"2014-12-26 11:30:43",8229
"OpEd","Opinion","","1980 And All That","Is history what you think you remember?","Is history what you think you remember?",558,"2014-12-26 11:08:26",8230
"TStyle","","","Sparkling Jewel-Trimmed Looks for New Year's Eve","Department store windows arent the only things getting decked out this season.","Department store windows arent the only things getting decked out this season.",105,"2014-12-26 11:00:56",8231
"Travel","Travel","","In Israel, a History of Abraham","The Abrahams Well Visitors Center in Beersheba emphasizes the citys history as the home of the biblical figure.","The Abrahams Well Visitors Center in Beersheba emphasizes the citys history as the home of the biblical figure.",249,"2014-12-26 11:00:50",8232
"TStyle","","","T's Top 10 Art Stories of 2014","These 10 stories highlight the distinct intersections where art meets food, music, film, technology  and even outer space.","These 10 stories highlight the distinct intersections where art meets food, music, film, technology  and even outer space.",20,"2014-12-26 10:00:54",8233
"Business","Technology","","In Advertising, It's About Who Gets Credit for the Sale","Oracles purchase of Datalogix sheds a light on an important side of the digital advertising business: connecting an ad you see with a product you buy.","Oracles purchase of Datalogix sheds a light on an important side of the digital advertising business: connecting an ad you see with a product you buy.",583,"2014-12-26 09:00:46",8234
"Styles","U.S.","","Training Children in Insomnia, and Embracing the Enemy","From the time our boys were babies, we were so desperate for a few hours of respite that we turned our house into a library with a nasty librarian. Now they cant sleep without silence  and I know how well that ends.","From the time our boys were babies, we were so desperate for a few hours of respite that we turned our house into a library with a nasty librarian. Now they cant sleep without silence  and I know how well that ends.",877,"2014-12-26 08:50:55",8235
"Metro","N.Y. / Region","","A Stranger From Cut and Shoot, Texas","Metropolitan Diary: A native of the Texas town, who was much happier to be in New York City, related the history of its odd name.","Metropolitan Diary: A native of the Texas town, who was much happier to be in New York City, related the history of its odd name.",244,"2014-12-26 08:30:04",8236
"Styles","U.S.","","Charities That Inspire Kids: St. Baldrick's","The St. Baldricks Foundation inspired two young people to give their passion, and to write in about it.","The St. Baldricks Foundation inspired two young people to give their passion, and to write in about it.",706,"2014-12-26 08:20:47",8237
"Business","Technology","","Daily Report: M.B.A. Programs Start to Follow Silicon Valley Into the Data Age","Leading business schools are breaking from traditional approaches and picking up the digital-age arts of speed and constant experimentation.","Leading business schools are breaking from traditional approaches and picking up the digital-age arts of speed and constant experimentation.",152,"2014-12-26 08:08:19",8238
"Foreign","","","1914: Christmas Shows in London","From the International Herald Tribune archives: Theaters in London put on Christmas shows in 1914.","From the International Herald Tribune archives: Theaters in London put on Christmas shows in 1914.",181,"2014-12-26 08:05:28",8239
"","","","Daily Clip Report","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.",142,"2014-12-26 08:01:54",8240
"Culture","Arts",""," What&rsquo;s On This Week Around the World","An anniversary exhibition in Mexico City, a new production of Verdis Ballo in Maschera in London and a retrospective of the works of Lynn Hershman Leeson in Karlsruhe, Germany.","An anniversary exhibition in Mexico City, a new production of Verdis Ballo in Maschera in London and a retrospective of the works of Lynn Hershman Leeson in Karlsruhe, Germany.",834,"2014-12-26 07:42:38",8241
"Business","Technology","","A Conversation With Glenn Lurie, AT&T Mobility's New Chief","In an interview, Mr. Lurie shared some of his thoughts about AT&Ts future and the state of the wireless industry and those supercookies.","In an interview, Mr. Lurie shared some of his thoughts about AT&Ts future and the state of the wireless industry and those supercookies.",855,"2014-12-26 07:00:40",8242
"Science","Health","","Comfort Casseroles for Winter Dinners","Lasagnas and Provenal gratins that will keep in the refrigerator and that can also be frozen.","Lasagnas and Provenal gratins that will keep in the refrigerator and that can also be frozen.",323,"2014-12-26 06:00:57",8243
"Metro","N.Y. / Region","","New York Today: The Holiday Week in Pictures","Friday: A week of mourning and celebrating, more warm weather, and time to shred the old year.","Friday: A week of mourning and celebrating, more warm weather, and time to shred the old year.",1013,"2014-12-26 06:00:07",8244
"Foreign","World","Asia Pacific","Q. and A.: Jill Robinson on Animals and Empathy in Asia ","Ms. Robinson discusses Animals Asia Foundations work to end bear bile farming in China and Vietnam, changing cultural attitudes in Asia and the bear that reached out to her.","Ms. Robinson discusses Animals Asia Foundations work to end bear bile farming in China and Vietnam, changing cultural attitudes in Asia and the bear that reached out to her.",1581,"2014-12-26 05:14:45",8245
"","Multimedia","","Still Discovering Dorothea Lange","An expert on the work of the Farm Security Administration continues to find new images and insights from Dorothea Lange.","An expert on the work of the Farm Security Administration continues to find new images and insights from Dorothea Lange.",442,"2014-12-26 05:00:14",8246
"Foreign","World","Asia Pacific","Chinese Viewers Mostly Give Thumbs Up for 'The Interview'","By midday on Friday, more than 300,000 people in China had seen the film about a plot to assassinate Kim Jong-un of North Korea and the reviews, by and large, were favorable.","By midday on Friday, more than 300,000 people in China had seen the film about a plot to assassinate Kim Jong-un of North Korea and the reviews, by and large, were favorable.",570,"2014-12-26 03:36:10",8247
"Metro","N.Y. / Region","","Holly Trees Are Resilient, and a Bit Mystical","Holly trees, common in New York Citys woodlands, have long been associated with winter resilience, good fortune and a touch of forest mythology.","Holly trees, common in New York Citys woodlands, have long been associated with winter resilience, good fortune and a touch of forest mythology.",483,"2014-12-26 02:22:01",8248
"OpEd","Opinion","","Against Invulnerability","We may be able, as Buddhists and Stoics instruct us, to achieve a distance from the world and its suffering. But do we truly want it?","We may be able, as Buddhists and Stoics instruct us, to achieve a distance from the world and its suffering. But do we truly want it?",1866,"2014-12-27 21:00:36",8249
"Business","Crosswords/Games","","Fill-In-the-Blanks","Joe Krozel will have you drawing a blank.","Joe Krozel will have you drawing a blank.",641,"2014-12-27 18:00:07",8250
"OpEd","Opinion","","Lies, Damned Lies, and Reaganolatry","There he goes again.","There he goes again.",587,"2014-12-27 15:23:16",8251
"OpEd","Opinion","","Winners of My Poetry Contest About Race ","Here are the winners and honorable mentions of my poetry contest on race.","Here are the winners and honorable mentions of my poetry contest on race.",1850,"2014-12-27 12:51:51",8252
"Business","Crosswords/Games","","Variety: A Vocabulary-Expanding Acrostic","Update your vocabulary with an acrostic dedicated to neologisms, courtesy of Emily Cox and Henry Rathvon.","Update your vocabulary with an acrostic dedicated to neologisms, courtesy of Emily Cox and Henry Rathvon.",334,"2014-12-27 12:00:52",8253
"Travel","Travel","","Festivals of Ice With Seasonal Themes","As temperatures drop, ice carvers get to work at hotels and events across the country and abroad.","As temperatures drop, ice carvers get to work at hotels and events across the country and abroad.",337,"2014-12-27 11:01:02",8254
"Metro","N.Y. / Region","","Updates From the Funeral of N.Y.P.D. Officer Rafael Ramos","Coverage of the funeral of Officer Ramos, who was shot dead with his patrol partner as they sat in their car.","Coverage of the funeral of Officer Ramos, who was shot dead with his patrol partner as they sat in their car.",2436,"2014-12-27 09:27:57",8255
"OpEd","Opinion","","Fiscal Policy at the Zero Lower Bound, Again","When do we need a regime change?","When do we need a regime change?",509,"2014-12-27 09:12:34",8256
"Styles","U.S.","","Charities That Inspire Kids: Sal's Shoes","Sals Shoes collects used shoes from families to send directly to children who need them.","Sals Shoes collects used shoes from families to send directly to children who need them.",162,"2014-12-27 08:55:46",8257
"OpEd","Opinion","","The Fall of Montgomery Ward","Not wartime obstruction but bad macroeconomics.","Not wartime obstruction but bad macroeconomics.",215,"2014-12-27 08:54:29",8258
"","Multimedia","","Choosing the 2014 Pictures of the Year","A behind-the-scenes look at how New York Times photo editors decided on the best 100 images from the year.","A behind-the-scenes look at how New York Times photo editors decided on the best 100 images from the year.",629,"2014-12-27 05:00:01",8259
"Foreign","World","Asia Pacific","Facebook Deletes Post on Tibetan Monk's Self-Immolation","Tsering Woeser, a writer in Sichuan Province and prominent critic of Chinese policies toward Tibetans, said Facebook deleted her post on the self-immolation of the 37-year-old monk Kalsang Yeshi, without explanation.","Tsering Woeser, a writer in Sichuan Province and prominent critic of Chinese policies toward Tibetans, said Facebook deleted her post on the self-immolation of the 37-year-old monk Kalsang Yeshi, without explanation.",464,"2014-12-27 04:34:42",8260
"","Opinion","Room For Debate","Have Human Rights Treaties Failed?","Do international human rights treaties work to protect vulnerable populations, or should they be abandoned in favor of other measures?","Do international human rights treaties work to protect vulnerable populations, or should they be abandoned in favor of other measures?",2903,"2014-12-28 19:36:28",8261
"Metro","N.Y. / Region","","As Hair Grows, So Does Fondness for a Barber","Metropolitan Diary: After a local barbershop shutters, a yearslong search for a new barber ends with a cut and a surprise.","Metropolitan Diary: After a local barbershop shutters, a yearslong search for a new barber ends with a cut and a surprise.",257,"2014-12-28 19:00:50",8262
"Foreign","World","Asia Pacific","Before the Chinese Year of the Sheep, a Bulge in Births","Parts of China have seen full maternity wards, as parents try to take advantage of the auspicious Year of the Horse and avoid giving birth in the less fortuitous Year of the Sheep.","Parts of China have seen full maternity wards, as parents try to take advantage of the auspicious Year of the Horse and avoid giving birth in the less fortuitous Year of the Sheep.",918,"2014-12-28 18:00:28",8263
"Business","Crosswords/Games","","To the Letter","Look for the hidden message from Peter A. Collins.","Look for the hidden message from Peter A. Collins.",472,"2014-12-28 18:00:13",8264
"Business","Technology","","Whether Working or Job Seeking, the Algorithm Is Watching","Two forthcoming books explore how companies use employee-scoring systems to rate job applicants and employees alike.","Two forthcoming books explore how companies use employee-scoring systems to rate job applicants and employees alike.",616,"2014-12-28 17:20:36",8265
"Culture","Arts","","'Unbroken' Starts Strong, but Furry-Footed Hobbits Still Rule Box Office","Seven major new films opened in a varying number of theaters on Christmas Day, and by Sunday very different Hollywood camps were celebrating. Unbroken was an unexpected hit, while Into the Woods found a broad audience. But no newcomer...","Seven major new films opened in a varying number of theaters on Christmas Day, and by Sunday very different Hollywood camps were celebrating. Unbroken was an unexpected hit, while Into the Woods found a broad audience. But no newcomer could topple The Hobbit: The Battle of the Five Armies.",413,"2014-12-28 12:55:37",8266
"OpEd","Opinion","","Moscow on the Brazos","Shale boom, shale slump.","Shale boom, shale slump.",269,"2014-12-28 10:40:11",8267
"OpEd","Opinion","","The Obama Bounce","Not a boom, but some good stuff is happening.","Not a boom, but some good stuff is happening.",321,"2014-12-28 10:03:38",8268
"Foreign","","","1914: Royal Navy Stages Joint Sea and Air Strike on Cuxhaven ","Highlights from the International Herald Tribune archives: The British waged a raid on the German coast on Christmas eve, 1914.","Highlights from the International Herald Tribune archives: The British waged a raid on the German coast on Christmas eve, 1914.",413,"2014-12-28 09:48:42",8269
"","Multimedia","","Ana's Story: Gender Reassignment in Cuba","After decades of oppression of people who identify as L.G.B.T., the Cuban government now pays for gender reassignment surgery.","After decades of oppression of people who identify as L.G.B.T., the Cuban government now pays for gender reassignment surgery.",217,"2014-12-28 09:00:47",8270
"Styles","U.S.","","A Foster Teen's Holiday and Uncertain Future","We have mentored a foster child through many homes and placements, and she has spent many holidays with us. This year, shes bonding (we hope) with a new family.","We have mentored a foster child through many homes and placements, and she has spent many holidays with us. This year, shes bonding (we hope) with a new family.",806,"2014-12-28 08:39:09",8271
"Business","Technology","","A Google Gentrification Fight That Doesn't Involve San Francisco","The Bay Area isnt the only locale that has a love-hate relationship with Google. A proposed Google campus in Boulder, Colo., has stoked concern about rising home prices and the companys insular campuses.","The Bay Area isnt the only locale that has a love-hate relationship with Google. A proposed Google campus in Boulder, Colo., has stoked concern about rising home prices and the companys insular campuses.",802,"2014-12-28 07:00:40",8272
"Foreign","World","Asia Pacific","Lost Dreams of Home Ownership in Hangzhou","Investors in a never-completed housing complex are trapped in a state of residential and economic limbo.","Investors in a never-completed housing complex are trapped in a state of residential and economic limbo.",489,"2014-12-29 22:09:44",8273
"Metro","N.Y. / Region","","New Year's Day Holiday Closings in New York, New Jersey and Connecticut","Transit schedules, parking rules and various closings that will take effect on New Years Day.","Transit schedules, parking rules and various closings that will take effect on New Years Day.",152,"2014-12-29 22:02:54",8274
"Business","Crosswords/Games","","Not a Pool","Go for a spin with Jeffrey Wechsler.","Go for a spin with Jeffrey Wechsler.",582,"2014-12-29 22:00:18",8275
"Business","Business Day","Dealbook","Gathering Bedfellows, Odd and Otherwise, for Auld Lang Syne","Toasting and roasting the guests wed like to invite for our annual DealBook Closing Dinner.","Toasting and roasting the guests wed like to invite for our annual DealBook Closing Dinner.",1513,"2014-12-29 21:31:02",8276
"Business","Business Day","Dealbook","Court Filing Illuminates Morgan Stanley Role in Lending ","Emails and documents filed in court provide a look at the extent to which Morgan Stanley influenced New Centurys push into riskier mortgages in the run-up to the financial crisis.","Emails and documents filed in court provide a look at the extent to which Morgan Stanley influenced New Centurys push into riskier mortgages in the run-up to the financial crisis.",1320,"2014-12-29 20:43:35",8277
"","Multimedia","","Pictures of the Day  Dec. 29, 2014 ","Photos from Indonesia, the West Bank, Italy and Iran.","Photos from Indonesia, the West Bank, Italy and Iran.",15,"2014-12-29 19:04:43",8278
"Business","Technology","","European Start-Ups Struggle to Keep Pace With Venture Financing","Europes tech companies are always eager to prove that they can compete with their U.S. counterparts, but still find it tough to raise money from venture capital firms.","Europes tech companies are always eager to prove that they can compete with their U.S. counterparts, but still find it tough to raise money from venture capital firms.",445,"2014-12-29 19:01:27",8279
"Business","Business Day","Dealbook","Seeking to Ride on China's Stock Market Highs","Risks abound for ordinary citizens who are piling into the stock markets at a pace not seen since 2007.","Risks abound for ordinary citizens who are piling into the stock markets at a pace not seen since 2007.",1012,"2014-12-29 18:20:35",8280
"","Opinion","Room For Debate","Smaller Footprints on the World's Welcome Mats","How can tourism flourish while causing as little harm as possible?","How can tourism flourish while causing as little harm as possible?",2151,"2014-12-29 17:24:13",8281
"Travel","Travel","","Walkabout:  Tragedies on the Water, in the Air","A weekly capsule of travel news curated by our writers and editors.","A weekly capsule of travel news curated by our writers and editors.",160,"2014-12-29 16:50:05",8282
"OpEd","Opinion","","The Sum Of All My Fears","I talk about plagues, AI, and economics.","I talk about plagues, AI, and economics.",36,"2014-12-29 16:29:00",8283
"Styles","U.S.","","The Appeal of the Parent-Child Rom-Com","In movies where adults fall for children, parents, nonparents and children alike see an idealized version of what they want in their own family relationships.","In movies where adults fall for children, parents, nonparents and children alike see an idealized version of what they want in their own family relationships.",736,"2014-12-29 16:17:50",8284
"Culture","Arts","","Guggenheim's Works & Process Series to Offer Dancing, Singing and More","The spring season of the Guggenheim Museums Works & Process series offers a varied lineup, from ballet to a discussion with a professor of psychiatry.","The spring season of the Guggenheim Museums Works & Process series offers a varied lineup, from ballet to a discussion with a professor of psychiatry.",254,"2014-12-29 16:06:16",8285
"Culture","Arts","","At Broadway Box Offices, a Happy Holiday Season ","Several Broadway shows are hitting theatrical high notes as 2014 comes to a close.","Several Broadway shows are hitting theatrical high notes as 2014 comes to a close.",267,"2014-12-29 15:50:46",8286
"Culture","Arts","","'Game of Thrones' a Hit With Pirates, Too","The HBO fantasy series Game of Thrones was the most pirated TV show in 2014.","The HBO fantasy series Game of Thrones was the most pirated TV show in 2014.",194,"2014-12-29 15:28:17",8287
"Business","Business Day","Dealbook","A Greek Revival of Anxiety, Some Say Without Foundation","Analysts remained divided as to whether the election of a new government in Greece will signal a return to the dark days of the European debt crisis.","Analysts remained divided as to whether the election of a new government in Greece will signal a return to the dark days of the European debt crisis.",646,"2014-12-29 14:17:40",8288
"","","","Where Have All the Counselors Gone?","Education tends to be a very politicized subject, and nobody wants to be seen as part of a system that comes up short for students.","Education tends to be a very politicized subject, and nobody wants to be seen as part of a system that comes up short for students.",335,"2014-12-29 14:01:44",8289
"OpEd","Opinion","","Most Gay Men Still Excluded From Giving Blood","Under the F.D.A.s new policy, any man who has had sex with another man in the last year may not donate.","Under the F.D.A.s new policy, any man who has had sex with another man in the last year may not donate.",245,"2014-12-29 13:42:36",8290
"Styles","U.S.","","Charities That Inspire Kids: Mobile Loaves and Fishes","Mobile Loaves and Fishes inspires Claudia Barlow and her daughter, Bailey, to work with a community of homeless and formerly homeless people in Austin, Tex.","Mobile Loaves and Fishes inspires Claudia Barlow and her daughter, Bailey, to work with a community of homeless and formerly homeless people in Austin, Tex.",735,"2014-12-29 13:34:36",8291
"Business","Business Day","Dealbook","Shake Shack Files to Go Public","The chain plans to use the I.P.O. proceeds to open new Shake Shacks and renovate old ones, as well as pay down some debt.","The chain plans to use the I.P.O. proceeds to open new Shake Shacks and renovate old ones, as well as pay down some debt.",586,"2014-12-29 13:13:29",8292
"Business","Business Day","Dealbook","The Year in White-Collar Crime","The new year will bring cases from the subprime mortgage crisis, a Justice Department decision on an appeal of an insider trading ruling and, perhaps, new accounting frauds, Peter J. Henning writes in the White Collar Watch column.","The new year will bring cases from the subprime mortgage crisis, a Justice Department decision on an appeal of an insider trading ruling and, perhaps, new accounting frauds, Peter J. Henning writes in the White Collar Watch column.",1680,"2014-12-29 13:06:16",8293
"Business","Business Day","Dealbook","Deal Talk Starts to Become Part of the Boom","Financial communications firms, accustomed to advising others about mergers and acquisitions, could be targets in their own right but should tread cautiously, Quentin Webb writes for Reuters Breakingviews.","Financial communications firms, accustomed to advising others about mergers and acquisitions, could be targets in their own right but should tread cautiously, Quentin Webb writes for Reuters Breakingviews.",394,"2014-12-29 13:03:10",8294
